idx,fk_src,fk_gt,wc_src,wc_gt,avg_rouge,rouge_std,best_model,rouge_OpenBioLLM-8B,fk_OpenBioLLM-8B,wc_OpenBioLLM-8B,compression_OpenBioLLM-8B,rouge_Mistral-7B,fk_Mistral-7B,wc_Mistral-7B,compression_Mistral-7B,rouge_BioMistral-7B-DARE,fk_BioMistral-7B-DARE,wc_BioMistral-7B-DARE,compression_BioMistral-7B-DARE
506,11.303712871287129,5.810189328743547,202,249,0.6080997359181096,0.016734980482908255,BioMistral-7B-DARE,0.588957055214724,5.240434782608698,230,0.9236947791164659,0.6153846153846154,6.173154761904765,224,0.8995983935742972,0.6199575371549895,5.734217939214236,213,0.8554216867469879
507,15.140011019283751,7.84151549295775,363,426,0.6449193303392899,0.06461001968197283,OpenBioLLM-8B,0.6977299880525687,7.068835643564359,404,0.9483568075117371,0.5728770595690746,6.776733710706974,361,0.8474178403755869,0.6641509433962264,7.449941291585127,365,0.8568075117370892
508,15.68833166833167,7.616100086281275,286,305,0.7025654701293994,0.00723128804958111,OpenBioLLM-8B,0.7100775193798448,6.9766459627329205,322,1.0557377049180328,0.7019667170953101,8.241374363100025,339,1.1114754098360655,0.6956521739130435,7.053660436137076,321,1.0524590163934426
509,13.804590268886045,7.772273901808788,360,430,0.6799805481982256,0.027527165637689158,OpenBioLLM-8B,0.7115384615384615,8.436953148614613,397,0.9232558139534883,0.6674907292954265,6.909914783607814,373,0.8674418604651163,0.6609124537607891,7.216489361702131,376,0.8744186046511628
510,14.424513274336288,6.615761404660322,243,277,0.653897953897954,0.0244682878429125,OpenBioLLM-8B,0.676923076923077,7.4750350124237634,233,0.8411552346570397,0.6282051282051283,7.282724466169281,338,1.220216606498195,0.6565656565656566,8.096791493296347,309,1.1155234657039712
511,11.152322274881517,13.155460317460317,226,252,0.6173095848699953,0.0406298954491906,Mistral-7B,0.6159844054580897,8.694561983471072,242,0.9603174603174603,0.6585858585858586,10.453480176211453,227,0.9007936507936508,0.5773584905660377,9.548437500000002,256,1.0158730158730158
512,13.812539682539683,7.30816827013771,256,279,0.7068496505887018,0.040852023525649726,Mistral-7B,0.7101910828025477,7.249069003285875,332,1.189964157706093,0.745928338762215,7.751752365930599,317,1.136200716845878,0.6644295302013423,6.974750830564783,301,1.0788530465949822
513,14.332678264604812,6.251522323830017,291,338,0.594555273259379,0.052122170937966214,OpenBioLLM-8B,0.6440677966101694,6.0273099850968705,305,0.9023668639053254,0.5994318181818181,6.206457421408679,359,1.0621301775147929,0.5401662049861496,6.896989247311833,372,1.1005917159763314
514,13.837722400857452,7.171068767908309,311,349,0.6312965726545974,0.019524809739772386,Mistral-7B,0.6090534979423868,7.649622423425161,358,1.0257879656160458,0.6456043956043956,8.838338379556742,359,1.0286532951289398,0.6392318244170097,8.02555555555556,360,1.0315186246418337
515,15.004859849980267,6.67784511784512,298,405,0.6038417600244147,0.02013282748278827,OpenBioLLM-8B,0.6243386243386243,5.9543805516596535,345,0.8518518518518519,0.6030927835051546,5.6473186813186835,364,0.8987654320987655,0.5840938722294654,5.783179074446682,355,0.8765432098765432
516,16.68197036443733,10.60137133699634,227,273,0.6975545597031774,0.029790036022486473,Mistral-7B,0.6643109540636043,8.750082497573601,281,1.0293040293040292,0.7218309859154929,9.988809523809525,280,1.0256410256410255,0.7065217391304348,9.071436090225568,266,0.9743589743589743
517,12.931953034178097,6.780158127767237,374,408,0.6276152918216371,0.004793457042071748,Mistral-7B,0.6263603385731561,4.587489016109711,406,0.9950980392156863,0.6329113924050633,6.11990463215259,367,0.8995098039215687,0.623574144486692,5.818461538461541,364,0.8921568627450981
518,14.837316916762862,7.842494710327458,355,397,0.653925730737325,0.01912754832755464,OpenBioLLM-8B,0.6732919254658385,8.289626623376627,385,0.9697732997481109,0.6534391534391535,6.719638938053098,339,0.853904282115869,0.6350461133069829,8.116399331662489,342,0.8614609571788413
519,13.51794871794872,6.592222222222222,169,180,0.6888376518811302,0.003512045012266315,Mistral-7B,0.6847826086956522,6.458212290502793,179,0.9944444444444445,0.6909090909090909,6.4326903553299495,197,1.0944444444444446,0.6908212560386473,5.563109243697479,224,1.2444444444444445
520,17.547866419294987,9.997761261944486,196,347,0.6302191156466722,0.044775273134567514,OpenBioLLM-8B,0.6763425253991292,9.777747560390338,329,0.9481268011527377,0.5869262865090404,8.458483146067415,356,1.0259365994236311,0.6273885350318471,9.917060873605951,269,0.7752161383285303
521,14.39004016064257,4.890250814332248,249,307,0.5642930437957286,0.036333557137863015,OpenBioLLM-8B,0.6059602649006622,5.673197921587153,292,0.9511400651465798,0.5477031802120141,5.261909448818898,254,0.8273615635179153,0.5392156862745098,6.0652348993288605,298,0.9706840390879479
522,15.498359073359076,8.255763502331877,259,289,0.6497353640879958,0.04772376798950512,BioMistral-7B-DARE,0.6736474694589878,8.075714285714287,280,0.9688581314878892,0.594782608695652,8.55405350832913,283,0.9792387543252595,0.6807760141093474,8.506281512605046,272,0.9411764705882353
523,22.017678571428572,6.419867149758456,232,288,0.7230663575482277,0.018272899099699345,OpenBioLLM-8B,0.7336683417085427,6.719190476190477,294,1.0208333333333333,0.7335640138408304,6.957273954116058,273,0.9479166666666666,0.7019667170953101,6.7378606442577045,357,1.2395833333333333
524,13.667447516641069,7.818409425625919,279,291,0.7874632761678745,0.028708434482659393,OpenBioLLM-8B,0.8205980066445183,7.189410245372365,303,1.041237113402062,0.7717569786535304,7.110963168664139,311,1.0687285223367697,0.7700348432055748,6.893685300207039,276,0.9484536082474226
525,15.34779220779221,5.423238095238094,245,300,0.5746284064107358,0.06638758006042089,OpenBioLLM-8B,0.65016501650165,6.010619416319241,292,0.9733333333333334,0.5255474452554745,5.361573684702368,369,1.23,0.548172757475083,6.625689655172415,290,0.9666666666666667
526,18.845000000000002,10.172766798418973,144,184,0.6869827712158844,0.1155304024708246,OpenBioLLM-8B,0.7591623036649215,9.97336265884653,186,1.0108695652173914,0.7480519480519481,8.597660427807487,187,1.016304347826087,0.5537340619307832,8.166741452991452,351,1.9076086956521738
527,12.226247086247088,7.799375000000001,144,186,0.6865137940046685,0.028441953769734848,Mistral-7B,0.697560975609756,6.823895348837208,216,1.1612903225806452,0.7077747989276141,6.259821546596168,179,0.9623655913978495,0.6542056074766356,7.457357142857145,232,1.2473118279569892
528,11.557272727272732,6.455912419239052,308,398,0.6274813910293299,0.03451244699833635,OpenBioLLM-8B,0.6666666666666667,7.464269430051818,386,0.9698492462311558,0.6141732283464567,7.117927170868349,357,0.8969849246231156,0.6016042780748663,6.6641143695014655,341,0.8567839195979899
529,14.36276990185387,10.226125975473803,265,299,0.6869823861787859,0.09808346468623752,OpenBioLLM-8B,0.7666098807495741,9.386819386595988,278,0.9297658862876255,0.5774193548387098,8.47039270687237,310,1.0367892976588629,0.7169179229480738,9.865972222222222,288,0.9632107023411371
530,14.784935794542541,7.134090587402692,267,314,0.752455020607535,0.021377444659318744,BioMistral-7B-DARE,0.7319422150882825,7.845670640834577,305,0.9713375796178344,0.7508196721311475,8.329342465753427,292,0.9299363057324841,0.7746031746031747,7.128482051282052,312,0.9936305732484076
531,13.759981435643567,7.967791501416432,303,353,0.7980245745572305,0.04944853047978113,OpenBioLLM-8B,0.8508287292817679,7.76332264957265,351,0.9943342776203966,0.790436005625879,8.491123357354812,337,0.9546742209631728,0.7528089887640449,7.149956140350881,342,0.9688385269121813
532,13.462609970674489,6.395697066511769,186,313,0.5943549642079053,0.031531308929802736,OpenBioLLM-8B,0.6139705882352942,8.301289506953225,226,0.7220447284345048,0.611111111111111,7.289019607843141,255,0.8146964856230032,0.5579831932773109,6.9088051298091955,278,0.8881789137380192
533,13.201950070654735,7.316292016806724,193,238,0.7283436304728781,0.0272880191403147,Mistral-7B,0.7038626609442059,7.343638248250841,227,0.9537815126050421,0.7577639751552796,7.173678301195995,241,1.0126050420168067,0.723404255319149,6.739473684210527,228,0.957983193277311
534,13.68262237762238,7.173382352941179,416,480,0.6514987506812333,0.05468545893346986,OpenBioLLM-8B,0.7006507592190888,6.722501047339758,434,0.9041666666666667,0.6612529002320184,5.29935370511841,374,0.7791666666666667,0.5925925925925926,6.620212765957447,376,0.7833333333333333
535,17.637016806722688,5.1370300333704115,221,310,0.5958708820823561,0.04390565224764217,OpenBioLLM-8B,0.646566164154104,5.7900350877193,285,0.9193548387096774,0.5709677419354838,6.298627450980394,306,0.9870967741935484,0.5700787401574804,6.2385047021943585,319,1.0290322580645161
536,14.123720494567255,10.039306229019022,315,383,0.7364900939439961,0.06257113501172475,OpenBioLLM-8B,0.8080536912751678,9.91609657947686,355,0.9268929503916449,0.7093184979137691,9.16620630125162,331,0.8642297650130548,0.6920980926430518,8.420309122895201,346,0.9033942558746736
537,13.009377622377624,8.634285714285717,153,210,0.6815769868153212,0.035355140496801364,Mistral-7B,0.6952595936794582,7.955227272727274,220,1.0476190476190477,0.7080459770114942,7.08485016648169,212,1.0095238095238095,0.6414253897550112,7.56653761061947,226,1.0761904761904761
538,15.030682788051212,8.458222222222226,370,450,0.568535417982675,0.012320878859604938,OpenBioLLM-8B,0.5805714285714286,6.666504222126811,411,0.9133333333333333,0.569086651053864,6.77251051893408,391,0.8688888888888889,0.5559481743227327,6.41114285714286,386,0.8577777777777778
539,14.31472691161867,8.19854761904762,318,375,0.6991720822155417,0.010835186766395078,OpenBioLLM-8B,0.7082228116710876,8.183141952596905,377,1.0053333333333334,0.7021276595744681,8.332543077837197,374,0.9973333333333333,0.6871657754010695,8.474984984984985,370,0.9866666666666667
540,14.51159090909091,5.725515323936378,352,418,0.5695861747442864,0.023767963277232046,OpenBioLLM-8B,0.5969773299748111,6.6559085872576205,361,0.8636363636363636,0.5544041450777203,5.8353106860786,339,0.8110047846889952,0.5573770491803278,5.124967320261437,361,0.8636363636363636
541,13.969190221543169,7.974418604651163,238,258,0.6270476321825035,0.04612286224029045,OpenBioLLM-8B,0.6544789762340036,7.4856866537717615,282,1.0930232558139534,0.6528662420382166,7.599662369551872,362,1.4031007751937985,0.5737976782752904,7.102529793510325,339,1.313953488372093
542,13.802,7.388820754716985,200,265,0.6347696375834337,0.027075855822946485,OpenBioLLM-8B,0.6614481409001958,8.662997787610617,226,0.8528301886792453,0.6073131955484897,7.7527057557826815,338,1.2754716981132075,0.6355475763016158,7.8356260406260425,273,1.030188679245283
543,14.0687839433294,9.255714285714287,242,308,0.7570811571503192,0.007149489843820329,Mistral-7B,0.7609756097560976,8.87270495827197,291,0.9448051948051948,0.761437908496732,8.757093596059118,290,0.9415584415584416,0.748829953198128,8.902100659592772,317,1.0292207792207793
544,13.516658476658478,7.189410029498529,370,452,0.6990727523192325,0.07198515776302186,OpenBioLLM-8B,0.7722095671981777,7.051038647342995,414,0.915929203539823,0.6282973621103117,6.983633021390379,374,0.827433628318584,0.6967113276492083,7.290604979108636,359,0.7942477876106194
545,12.46572350726197,7.898762531328323,338,399,0.6675240640238607,0.04888974932940631,BioMistral-7B-DARE,0.6725,6.17702921018277,383,0.9598997493734336,0.6163366336633663,5.84359578335151,393,0.9849624060150376,0.7137355584082157,6.263045977011494,360,0.9022556390977443
546,13.428947368421053,7.169057649667405,267,331,0.67214642860166,0.04329116371361791,OpenBioLLM-8B,0.7093750000000001,5.887142857142859,311,0.9395770392749244,0.6824224519940915,5.384705882352943,343,1.0362537764350452,0.6246418338108881,6.00858560794045,367,1.108761329305136
547,12.47848484848485,6.187294888120796,133,239,0.6778567382176792,0.02443770463851814,OpenBioLLM-8B,0.7051282051282051,7.135178268251277,217,0.9079497907949791,0.6704980842911877,6.497500000000002,270,1.1297071129707112,0.6579439252336449,6.938078621908126,283,1.1841004184100419
548,14.03890909090909,7.923272108843538,200,294,0.6424691953504669,0.032903666584813786,BioMistral-7B-DARE,0.6055900621118011,6.616403519061588,341,1.1598639455782314,0.6529968454258676,6.8992797583081575,331,1.1258503401360545,0.6688206785137318,6.817968253968257,315,1.0714285714285714
549,13.876448202959835,7.261474003028773,215,283,0.6226805403083385,0.028336298255477798,BioMistral-7B-DARE,0.6376306620209059,6.803171225937184,282,0.9964664310954063,0.59,5.771213592233014,309,1.0918727915194346,0.6404109589041097,5.572590476190477,294,1.03886925795053
550,15.3293537414966,5.267685661161547,394,446,0.6052414662346804,0.06285263069915518,OpenBioLLM-8B,0.6726659167604049,6.423446088794925,430,0.9641255605381166,0.59478672985782,5.236064501051647,389,0.8721973094170403,0.5482717520858166,4.882645447816433,386,0.8654708520179372
551,14.787793427230046,5.8532156233279835,213,267,0.7450870096531875,0.0144852686444956,Mistral-7B,0.7353463587921848,6.395524822695034,282,1.0561797752808988,0.7617328519855596,6.706684981684983,273,1.0224719101123596,0.7381818181818183,7.579548220973784,267,1.0
552,11.792589154860774,4.843157656297194,357,473,0.5992741191864215,0.02493457212679855,OpenBioLLM-8B,0.6278026905829597,5.774791154791156,408,0.8625792811839323,0.5883748517200474,5.605555555555558,361,0.7632135306553911,0.5816448152562573,4.857668867445405,358,0.7568710359408034
553,13.945355260383725,7.963772867998873,279,323,0.8150673030094566,0.026782611531708765,BioMistral-7B-DARE,0.8155038759689922,8.379717114568603,303,0.9380804953560371,0.7880690737833596,7.527779083431259,296,0.9164086687306502,0.841628959276018,7.819602272727273,320,0.9907120743034056
554,13.912081081081084,9.845696180249956,297,300,0.71723920816829,0.06484655383451322,OpenBioLLM-8B,0.7903469079939669,8.900579710144928,346,1.1533333333333333,0.6947040498442367,7.971269113149848,328,1.0933333333333333,0.6666666666666666,8.627195121951221,329,1.0966666666666667
555,12.225477124183008,6.801741176470589,307,323,0.6909979144798623,0.021513088600577948,BioMistral-7B-DARE,0.6837881219903692,7.986687004270902,298,0.9226006191950464,0.6740157480314961,7.981336405529955,310,0.9597523219814241,0.7151898734177216,7.341734997029118,306,0.9473684210526315
556,13.035998838559816,6.43796218487395,287,357,0.7055335146672587,0.022257112092105295,BioMistral-7B-DARE,0.6825842696629213,9.209473684210526,342,0.957983193277311,0.7069892473118279,8.51664270046308,373,1.0448179271708684,0.7270270270270269,6.320456663560112,370,1.0364145658263306
557,11.432380952380957,8.602180527383364,189,232,0.6722351552229237,0.03657922001334797,OpenBioLLM-8B,0.7019027484143763,7.885982905982907,234,1.0086206896551724,0.6834381551362683,7.469510214127492,239,1.0301724137931034,0.6313645621181263,9.056081827309239,249,1.0732758620689655
558,13.897852272727274,6.907222323712098,275,391,0.7774026529738981,0.017970751545838045,OpenBioLLM-8B,0.7958921694480101,7.226396951040751,379,0.969309462915601,0.76,7.23245,352,0.9002557544757033,0.7763157894736841,7.371540858725762,361,0.9232736572890026
559,13.791985815602839,6.821739811912227,282,319,0.685083451954218,0.03897638197094056,Mistral-7B,0.7039473684210527,6.313500797448167,285,0.8934169278996865,0.7110389610389611,7.320087030716724,293,0.9184952978056427,0.6402640264026402,5.980175072277547,283,0.8871473354231975
560,15.059097510373444,6.398481074086057,241,281,0.6821248514171776,0.02317648267755576,OpenBioLLM-8B,0.7037701974865349,5.773193277310927,272,0.9679715302491103,0.6849315068493151,6.450291800408518,298,1.0604982206405693,0.657672849915683,5.679087809036659,306,1.0889679715302492
561,18.38972222222223,7.789663598857505,149,274,0.6151713333826136,0.03111694355688958,OpenBioLLM-8B,0.634050880626223,7.8776086956521745,230,0.8394160583941606,0.63220675944334,7.848181818181818,220,0.8029197080291971,0.5792563600782779,8.25017248908297,229,0.8357664233576643
562,14.040970768675567,6.1156697225860235,327,455,0.552389133410323,0.061032440832801606,OpenBioLLM-8B,0.6216867469879518,6.3983045716015745,368,0.8087912087912088,0.5066344993968637,7.311823204419891,363,0.7978021978021979,0.5288461538461539,7.2736955187231445,363,0.7978021978021979
563,13.497051282051284,6.346938775510203,235,246,0.6689089967137721,0.04804374119045907,OpenBioLLM-8B,0.7090558766859345,6.015728802265535,262,1.065040650406504,0.615678776290631,6.3847084048027405,266,1.08130081300813,0.6819923371647509,6.343030303030304,265,1.0772357723577235
564,14.758463768115941,6.840185528756958,277,294,0.6905714987503239,0.05433244747962348,Mistral-7B,0.7102177554438861,6.111486486486491,296,1.0068027210884354,0.7323481116584565,6.795375366978892,311,1.0578231292517006,0.6291486291486291,7.110805770584097,392,1.3333333333333333
565,13.888241992882563,9.768153846153847,281,312,0.7709569999589617,0.06339580107817239,OpenBioLLM-8B,0.8356807511737089,9.75966559485531,311,0.9967948717948718,0.7682119205298014,7.6294458653026425,276,0.8846153846153846,0.7089783281733747,6.498164556962028,316,1.0128205128205128
566,14.347603686635946,8.299387755102043,131,196,0.6713073030318024,0.024008742546226234,OpenBioLLM-8B,0.6967418546365916,6.895979381443301,194,0.9897959183673469,0.668141592920354,6.775733846812152,246,1.2551020408163265,0.6490384615384616,5.762055023923448,209,1.066326530612245
567,14.720660606060605,6.920355096193205,375,349,0.6380961432580791,0.05770223451152308,OpenBioLLM-8B,0.6948228882833789,6.697904530040869,371,1.0630372492836677,0.5794655414908579,6.72466143682907,346,0.9914040114613181,0.64,6.7333225806451615,341,0.9770773638968482
568,12.073421052631584,6.638920765027326,292,370,0.6700886136872574,0.031057264802605962,OpenBioLLM-8B,0.7010014306151645,6.887191661841342,314,0.8486486486486486,0.670375521557719,7.141558508579539,337,0.9108108108108108,0.6388888888888887,6.448742514970061,334,0.9027027027027027
569,13.528241758241762,5.016355311355312,260,273,0.5895460925521608,0.023716062629552323,OpenBioLLM-8B,0.6056338028169014,6.001464413722481,279,1.021978021978022,0.6006944444444444,5.104577464788736,284,1.0402930402930404,0.5623100303951368,5.12116935483871,372,1.3626373626373627
570,11.879464285714288,7.7205849644128115,224,281,0.6047161874975396,0.06354366453186681,Mistral-7B,0.5955249569707401,5.165945945945946,296,1.0533807829181494,0.6723549488054607,4.9431104651162805,301,1.0711743772241993,0.5462686567164179,6.364979112271541,383,1.3629893238434163
571,14.557659467604225,5.611814814814817,181,216,0.7035636773814481,0.025702225720444533,OpenBioLLM-8B,0.7328605200945627,5.649697754749571,193,0.8935185185185185,0.6930232558139535,5.912333333333333,200,0.9259259259259259,0.6848072562358276,6.0910691823899406,212,0.9814814814814815
572,12.518924731182796,6.700352685838308,155,194,0.7611790986790986,0.0371505248559941,OpenBioLLM-8B,0.8,5.9058207399687355,202,1.041237113402062,0.7575757575757576,6.5787032013022255,194,1.0,0.7259615384615384,6.3014020486555715,213,1.097938144329897
573,15.228448613266753,8.553951547103495,511,678,0.41629211710166203,0.03077917703318922,OpenBioLLM-8B,0.4448598130841121,7.338210831721472,376,0.5545722713864307,0.42031872509960155,8.89616715913888,309,0.4557522123893805,0.38369781312127244,9.30747990353698,311,0.45870206489675514
574,12.50377030162413,6.114936328263177,431,514,0.5649158009370536,0.043829528341630404,OpenBioLLM-8B,0.6130434782608696,5.44759493670886,395,0.7684824902723736,0.5544100801832761,5.309756353156931,347,0.6750972762645915,0.5272938443670151,5.085415419161677,334,0.6498054474708171
575,15.108060165975104,7.325601617795751,241,344,0.7129598649968095,0.04372335078575515,OpenBioLLM-8B,0.7633136094674556,7.019757394030261,319,0.9273255813953488,0.6846038863976084,7.1873903572465885,313,0.9098837209302325,0.6909620991253644,6.95922444183314,333,0.9680232558139535
576,15.381184210526317,11.573422459893049,304,374,0.6360755092846135,0.013489850510970068,Mistral-7B,0.630407911001236,7.620236406619387,423,1.1310160427807487,0.6514745308310993,8.283295013850417,361,0.9652406417112299,0.6263440860215054,9.062890326374596,358,0.9572192513368984
577,15.184935064935068,4.465129870129871,154,176,0.6334304605103986,0.148344435884779,OpenBioLLM-8B,0.790450928381963,4.428320633953067,193,1.0965909090909092,0.6142034548944338,5.207380952380955,336,1.9090909090909092,0.49563699825479923,5.9381394253415,386,2.1931818181818183
578,12.495682131373453,6.543681318681319,315,390,0.6853705004161466,0.02837706763430558,Mistral-7B,0.6941323345817728,7.4161215538847145,399,1.023076923076923,0.7083333333333333,6.923719346049047,367,0.941025641025641,0.6536458333333333,6.448874316939893,366,0.9384615384615385
579,13.415284391534392,6.512862834376783,189,251,0.6579354560779995,0.059079653467848395,Mistral-7B,0.6788617886178862,6.071606401896858,241,0.9601593625498008,0.7037037037037037,5.645775075987842,235,0.9362549800796812,0.5912408759124088,6.897080272108845,294,1.1713147410358566
580,14.747192982456141,7.244102564102565,228,260,0.7019964673111613,0.0390020162589989,Mistral-7B,0.7231638418079096,6.880258893280637,253,0.9730769230769231,0.7258382642998028,8.284451419213976,229,0.8807692307692307,0.6569872958257713,8.12698142414861,272,1.0461538461538462
581,16.291193832599124,9.748459821428572,227,256,0.6749342953846752,0.02337811360748181,Mistral-7B,0.664179104477612,9.745970588235295,272,1.0625,0.7017543859649124,9.546285714285716,250,0.9765625,0.658869395711501,8.706517928286853,251,0.98046875
582,15.290606060606063,7.676646423751688,222,247,0.729256007139813,0.02346853828628682,OpenBioLLM-8B,0.753968253968254,6.620552995391705,248,1.0040485829959513,0.726530612244898,7.424391235599732,233,0.9433198380566802,0.7072691552062869,6.877173228346457,254,1.0283400809716599
583,15.491376466275664,8.798913043478262,341,368,0.5931435275208014,0.020587533372162695,OpenBioLLM-8B,0.6100386100386099,7.01546537396122,361,0.9809782608695652,0.5991792065663474,7.751449959536014,337,0.9157608695652174,0.5702127659574467,7.719545454545457,295,0.8016304347826086
584,15.73527027027027,7.0641200716845916,185,279,0.6276110554819991,0.04376123819864193,Mistral-7B,0.5848375451263538,6.865438596491227,270,0.967741935483871,0.6722972972972974,7.265342771982116,305,1.093189964157706,0.6256983240223464,6.865123143788484,251,0.899641577060932
585,14.966017156862748,8.835714285714285,255,336,0.6536202302415833,0.05330834968602255,OpenBioLLM-8B,0.689655172413793,8.458953761755485,319,0.9494047619047619,0.5923836389280677,7.907568917491119,359,1.068452380952381,0.6788218793828892,9.06542271468144,361,1.0744047619047619
586,14.728333333333335,8.938664220183487,360,436,0.655171608058616,0.057016665983870694,OpenBioLLM-8B,0.719626168224299,8.022587064676621,402,0.9220183486238532,0.6345679012345679,8.116014492753624,360,0.8256880733944955,0.6113207547169811,7.409196501457728,343,0.786697247706422
587,14.242195121951223,7.8335668202764985,328,434,0.6244635818196865,0.007086806164209689,OpenBioLLM-8B,0.6326276463262765,8.409133701657463,362,0.8341013824884793,0.6208651399491094,8.409963768115944,345,0.7949308755760369,0.6198979591836734,7.080950292397663,342,0.7880184331797235
588,12.425319148936172,6.892898550724638,188,276,0.6267412192728429,0.07440330328454776,OpenBioLLM-8B,0.7097902097902097,6.060773049645391,282,1.0217391304347827,0.6042692939244663,5.906576428766748,318,1.1521739130434783,0.5661641541038526,5.918722238673379,307,1.1123188405797102
589,14.242648062393371,7.072421738439537,373,406,0.7169600113032889,0.06391670954638726,OpenBioLLM-8B,0.7790262172284643,6.803391420911527,373,0.9187192118226601,0.7205128205128204,6.394381818181817,352,0.8669950738916257,0.6513409961685823,6.654948705422573,356,0.8768472906403941
590,13.000116853932585,6.774529505582141,356,456,0.6759993096692711,0.05743085907765794,OpenBioLLM-8B,0.7419354838709676,5.536598709068013,397,0.8706140350877193,0.649164677804296,5.8739165497896195,368,0.8070175438596491,0.6368977673325499,5.432097197527728,381,0.8355263157894737
591,11.901495649564957,6.542864661654139,303,399,0.7146573453562164,0.020514365754054256,OpenBioLLM-8B,0.7379679144385026,5.700697379543534,338,0.8471177944862155,0.7066492829204694,5.55021997206704,358,0.8972431077694235,0.6993548387096775,5.966725274725274,364,0.9122807017543859
592,13.188759689922481,7.157623188405797,260,300,0.6571548319394064,0.012778020867884831,OpenBioLLM-8B,0.671280276816609,7.6179981949458515,277,0.9233333333333333,0.6464000000000001,6.134444444444444,324,1.08,0.6537842190016103,7.561477272727274,320,1.0666666666666667
593,14.373209109730851,7.068894694533764,280,311,0.6420772795273594,0.011221418139571277,BioMistral-7B-DARE,0.6369047619047619,7.461655469641276,347,1.1157556270096463,0.634375,7.492258017063843,313,1.0064308681672025,0.6549520766773163,7.283750000000001,299,0.9614147909967846
594,13.463081081081082,6.519078282828286,148,198,0.6591766154440434,0.03731938581707222,OpenBioLLM-8B,0.6911764705882353,6.2180000000000035,200,1.0101010101010102,0.6681715575620767,6.316420210690598,233,1.1767676767676767,0.6181818181818182,7.415869565217392,230,1.1616161616161615
595,16.165501405810687,8.264457535591557,194,291,0.6612681917358346,0.07780661974140206,Mistral-7B,0.7054794520547946,6.819722611812377,279,0.9587628865979382,0.706896551724138,6.794498023715416,275,0.9450171821305842,0.5714285714285714,6.106899766899769,351,1.2061855670103092
596,13.882108995893994,7.309227642276422,282,369,0.6984165510864541,0.02027932810988518,OpenBioLLM-8B,0.7101248266296809,7.826549707602339,342,0.926829268292683,0.675,6.272941176470592,340,0.9214092140921409,0.7101248266296809,6.118421052631579,342,0.926829268292683
597,14.539136442141622,6.975200534759363,193,272,0.7234232617445334,0.01883026671894549,Mistral-7B,0.7230215827338129,7.446615051615055,273,1.0036764705882353,0.7424511545293073,6.627500000000001,278,1.0220588235294117,0.7047970479704797,6.714980694980692,259,0.9522058823529411
598,13.25990394337715,6.458820178492314,344,427,0.6829372201430864,0.041755577375933946,OpenBioLLM-8B,0.7283653846153847,6.655461520576612,391,0.9156908665105387,0.6462324393358876,7.382534838775303,339,0.7939110070257611,0.6742138364779873,6.712681009922392,351,0.8220140515222483
599,16.203530244074994,7.816059044048739,257,291,0.6122470705818485,0.03314467014627159,OpenBioLLM-8B,0.6505190311418686,6.844067530427953,283,0.9725085910652921,0.5930018416206261,6.473064516129035,248,0.852233676975945,0.5932203389830508,6.732000000000003,295,1.013745704467354
600,13.742324159021411,6.934790123456789,327,324,0.6836306626260965,0.015109522182203483,Mistral-7B,0.6814814814814815,6.709810941271119,339,1.0462962962962963,0.6996996996996997,5.29128787878788,330,1.0185185185185186,0.669710806697108,5.261213707165108,321,0.9907407407407407
601,12.409959016393447,8.345844155844159,183,220,0.7503611318914233,0.030543752423644672,OpenBioLLM-8B,0.782608695652174,8.019055299539172,217,0.9863636363636363,0.721868365180467,8.89203212851406,249,1.1318181818181818,0.746606334841629,8.318547297297297,222,1.009090909090909
602,10.664514450867053,7.280849740932645,173,193,0.7253216109481517,0.030417380252383778,OpenBioLLM-8B,0.755868544600939,6.301542483660132,225,1.16580310880829,0.6950354609929078,6.545306306306308,222,1.150259067357513,0.7250608272506084,6.702885154061629,210,1.0880829015544042
603,11.477272727272727,5.270022727272728,222,275,0.6912133216089145,0.09019848014125721,Mistral-7B,0.7111913357400722,5.775362068965521,261,0.9490909090909091,0.7697478991596638,5.832761904761906,300,1.0909090909090908,0.5927007299270074,5.265600565237872,386,1.4036363636363636
604,12.973418131359853,6.354112534983063,376,438,0.6406838897897832,0.020364938103273993,OpenBioLLM-8B,0.6605504587155964,5.395714285714288,420,0.958904109589041,0.6416464891041163,6.340862068965521,377,0.860730593607306,0.6198547215496368,5.187901550131929,379,0.865296803652968
605,13.607577833125777,7.934000000000005,365,448,0.6148340276421572,0.03470251445987037,OpenBioLLM-8B,0.6437571592210767,7.2343461538461575,416,0.9285714285714286,0.6243902439024391,6.759560439560442,364,0.8125,0.5763546798029557,7.6475933864053935,355,0.7924107142857143
606,13.794834532374104,6.944692118226602,278,336,0.7182232940340411,0.03511491835222912,OpenBioLLM-8B,0.746054519368723,7.490568181818183,352,1.0476190476190477,0.6787709497206704,8.165806451612905,372,1.1071428571428572,0.72984441301273,7.572407516725701,363,1.0803571428571428
607,13.571065436241614,5.637550143266477,298,349,0.7386490573728676,0.03052777535885026,BioMistral-7B-DARE,0.739803094233474,5.411268057784913,356,1.0200573065902578,0.7075606276747503,4.680379810094951,345,0.9885386819484241,0.7685834502103785,5.049726890756304,357,1.0229226361031518
